date,open,high,low,close,volume,fear_greed,hash_rate,n_transactions
2021-05-30,34605.15,36488.0,33379.0,35641.27,73535.386967,10.0,151858199.84334671,179795.0
2021-05-31,35641.26,37499.0,34153.84,37253.81,94160.735289,18.0,147526659.02062267,226469.0
2021-06-01,37253.82,37894.81,35666.0,36693.09,81234.66377,20.0,148572947.38247102,234561.0
2021-06-02,36694.85,38225.0,35920.0,37568.68,67587.372495,23.0,173683868.0668324,250589.0
2021-06-03,37568.68,39476.0,37170.0,39246.79,75889.106011,24.0,153804389.191713,255621.0
2021-06-04,39246.78,39289.07,35555.15,36829.0,91317.799245,27.0,137063775.4021388,236672.0
2021-06-05,36829.15,37925.0,34800.0,35513.2,70459.62149,24.0,137063775.4021388,194580.0
2021-06-06,35516.07,36480.0,35222.0,35796.31,47650.206637,17.0,156943254.27725816,185305.0
2021-06-07,35796.31,36900.0,33300.0,33552.79,77574.952573,15.0,139156352.12583557,235479.0
2021-06-08,33556.96,34068.01,31000.0,33380.81,123251.189037,13.0,155896965.91540977,246906.0
2021-06-09,33380.8,37534.79,32396.82,37388.05,136607.597517,14.0,131832333.59289683,210911.0
2021-06-10,37388.05,38491.0,35782.0,36675.72,109527.284943,21.0,123462026.69810976,252983.0
2021-06-11,36677.83,37680.4,35936.77,37331.98,78466.0053,21.0,109860277.9940807,216502.0
2021-06-12,37331.98,37463.63,34600.36,35546.11,87717.54999,28.0,138110063.76398718,222774.0
2021-06-13,35546.12,39380.0,34757.0,39020.57,86921.025555,23.0,136724465.12868512,187098.0
2021-06-14,39020.56,41064.05,38730.0,40516.29,108522.391949,28.0,133766696.2189013,242416.0
2021-06-15,40516.28,41330.0,39506.4,40144.04,80679.622838,38.0,129803238.5531561,241861.0
2021-06-16,40143.8,40527.14,38116.01,38349.01,87771.976937,33.0,121876323.22166562,252937.0
2021-06-17,38349.0,39559.88,37365.0,38092.97,79541.307119,26.0,128812374.13671976,237725.0
2021-06-18,38092.97,38202.84,35129.29,35819.84,95228.042935,25.0,122867187.63810194,222918.0
2021-06-19,35820.48,36457.0,34803.52,35483.72,68712.449461,23.0,102059034.89293952,187042.0
2021-06-20,35483.72,36137.72,33336.0,35600.16,89878.17085,21.0,104040763.72581212,167249.0
2021-06-21,35600.17,35750.0,31251.23,31608.93,168778.873159,23.0,104040763.72581212,205050.0
2021-06-22,31614.12,33298.78,28805.0,32509.56,204208.179762,10.0,90168661.89570382,196523.0
2021-06-23,32509.56,34881.0,31683.0,33678.07,126966.100563,14.0,100077306.0600669,232704.0
2021-06-24,33675.07,35298.0,32286.57,34663.09,86625.80426,22.0,104040763.72581212,233278.0
2021-06-25,34663.08,35500.0,31275.0,31584.45,116061.130356,27.0,108995085.80799364,218245.0
2021-06-26,31576.09,32730.0,30151.0,32283.65,107820.375287,20.0,88186933.06283121,181628.0
2021-06-27,32283.65,34749.0,31973.45,34700.34,96613.244211,22.0,58461000.56974205,124640.0
2021-06-28,34702.49,35297.71,33862.72,34494.89,82222.267819,25.0,86205204.22995861,217898.0
2021-06-29,34494.89,36600.0,34225.43,35911.73,90788.79622,25.0,89177797.47926754,205616.0
2021-06-30,35911.72,36100.0,34017.55,35045.0,77152.197634,28.0,88186933.06283121,218734.0
2021-07-01,35045.0,35057.57,32711.0,33504.69,71708.266112,28.0,94132119.56144908,230253.0
2021-07-02,33502.33,33977.04,32699.0,33786.55,56172.181378,21.0,89177797.47926754,188568.0
2021-07-03,33786.54,34945.61,33316.73,34669.13,43044.578641,24.0,98706076.21227616,237463.0
2021-07-04,34669.12,35967.85,34357.15,35286.51,43703.475789,27.0,82108836.0775171,171850.0
2021-07-05,35288.13,35293.78,33125.55,33690.14,64123.874245,29.0,94246664.01941094,223760.0
2021-07-06,33690.15,35118.88,33532.0,34220.01,58210.596349,20.0,101386562.80876024,228279.0
2021-07-07,34220.02,35059.09,33777.77,33862.12,53807.521675,28.0,87820755.10899657,221227.0
2021-07-08,33862.11,33929.64,32077.0,32875.71,70136.48032,20.0,99244593.17195548,230719.0
2021-07-09,32875.71,34100.0,32261.07,33815.81,47153.939899,20.0,93532674.14047602,227511.0
2021-07-10,33815.81,34262.0,33004.78,33502.87,34761.175468,20.0,114952370.50852396,187263.0
2021-07-11,33502.87,34666.0,33306.47,34258.99,31572.647448,20.0,89248734.86686642,166144.0
2021-07-12,34259.0,34678.43,32658.34,33086.63,48181.403762,25.0,89962724.74580133,220269.0
2021-07-13,33086.94,33340.0,32202.25,32729.77,41126.361008,20.0,97102623.53515066,229916.0
2021-07-14,32729.12,33114.03,31550.0,32820.02,46777.823484,21.0,121378279.41893832,236217.0
2021-07-15,32820.03,33185.25,31133.0,31880.0,51639.576353,20.0,91390704.5036712,226234.0
2021-07-16,31874.49,32249.18,31020.0,31383.87,48499.864154,22.0,107098481.84023967,223466.0
2021-07-17,31383.86,31955.92,31164.31,31520.07,34012.242132,15.0,101997588.09440474,182047.0
2021-07-18,31520.07,32435.0,31108.97,31778.56,35923.716186,19.0,97872242.0886884,161122.0
2021-07-19,31778.57,31899.0,30407.44,30839.65,47340.468499,24.0,115543619.13247934,226803.0
2021-07-20,30839.65,31063.07,29278.0,29790.35,61034.049017,19.0,82919538.43624988,230509.0
2021-07-21,29790.34,32858.0,29482.61,32144.51,82796.265128,10.0,98551910.4365265,235680.0
2021-07-22,32144.51,32591.35,31708.0,32287.83,46148.092433,21.0,103989257.2192314,230282.0
2021-07-23,32287.58,33650.0,31924.32,33634.09,50112.863626,23.0,91755226.95814537,231130.0
2021-07-24,33634.1,34500.0,33401.14,34258.14,47977.550138,22.0,104668925.56706952,198091.0
2021-07-25,34261.51,35398.0,33851.12,35381.02,47852.928313,27.0,103989257.2192314,174535.0
2021-07-26,35381.02,40550.0,35205.78,37237.6,152452.512724,26.0,101950252.17571706,261950.0
2021-07-27,37241.33,39542.61,36383.0,39457.87,88397.267015,32.0,115543619.13247934,255221.0
2021-07-28,39456.61,40900.0,38772.0,40019.56,101344.528441,50.0,106707930.61058386,251223.0
2021-07-29,40019.57,40640.0,39200.0,40016.48,53998.439283,50.0,108746935.6540982,262612.0
2021-07-30,40018.49,42316.71,38313.23,42206.37,73602.784805,53.0,112824945.7411269,255417.0
2021-07-31,42206.36,42448.0,41000.15,41461.83,44849.791012,60.0,112465862.1258896,207348.0
2021-08-01,41461.84,42599.0,39422.01,39845.44,53953.186326,60.0,110975800.79118258,185157.0
2021-08-02,39850.27,40480.01,38690.0,39147.82,50837.351954,48.0,103048957.87752669,239277.0
2021-08-03,39146.86,39780.0,37642.03,38207.05,57117.435853,48.0,121785132.03707698,246198.0
2021-08-04,38207.04,39969.66,37508.56,39723.18,52329.35243,42.0,98004603.29610927,239596.0
2021-08-05,39723.17,41350.0,37332.7,40862.46,84343.755621,50.0,115299533.28954034,246175.0
2021-08-06,40862.46,43392.43,39853.86,42836.87,75753.941347,52.0,114578911.20648073,260810.0
2021-08-07,42836.87,44700.0,42446.41,44572.54,73396.740808,69.0,120343887.87095772,212229.0
2021-08-08,44572.54,45310.0,43261.0,43794.37,69329.092698,74.0,113858289.12342106,191623.0
2021-08-09,43794.36,46454.15,42779.0,46253.4,74587.884845,65.0,109534556.62506332,252660.0
2021-08-10,46248.87,46700.0,44589.46,45584.99,53814.643421,71.0,118902643.70483848,260968.0
2021-08-11,45585.0,46743.47,45341.14,45511.0,52734.901977,70.0,105931446.20976518,262437.0
2021-08-12,45510.67,46218.12,43770.0,44399.0,55266.108781,70.0,108813934.5420037,250961.0
2021-08-13,44400.06,47886.0,44217.39,47800.0,48239.370431,70.0,108175319.62792765,260624.0
2021-08-14,47799.99,48144.0,45971.03,47068.51,46114.359022,76.0,126820808.5468918,209074.0
2021-08-15,47068.5,47372.27,45500.0,46973.82,42110.711334,71.0,140740165.58252627,186239.0
2021-08-16,46973.82,48053.83,45660.0,45901.29,52480.574014,72.0,124500915.7076194,263529.0
2021-08-17,45901.3,47160.0,44376.0,44695.95,57039.341629,72.0,133007189.45161822,257766.0
2021-08-18,44695.95,46000.0,44203.28,44705.29,54099.415985,73.0,104395177.76725852,247333.0
2021-08-19,44699.37,47033.0,43927.7,46760.62,53411.75392,70.0,119087832.41598378,253447.0
2021-08-20,46760.62,49382.99,46622.99,49322.47,56850.352228,70.0,123727618.0945286,271837.0
2021-08-21,49322.47,49757.04,48222.0,48821.87,46745.136584,78.0,131460594.22543664,219407.0
2021-08-22,48821.88,49500.0,48050.0,49239.22,37007.887795,76.0,126820808.5468918,190631.0
2021-08-23,49239.22,50500.0,49029.0,49488.85,52462.541954,79.0,152339629.77888831,270736.0
2021-08-24,49488.85,49860.0,47600.0,47674.01,51014.594748,79.0,119087832.41598378,263984.0
2021-08-25,47674.01,49264.3,47126.28,48973.32,44655.830342,73.0,130687447.2547367,263009.0
2021-08-26,48973.32,49352.84,46250.0,46843.87,49371.277774,75.0,127844614.11993945,258590.0
2021-08-27,46843.86,49149.93,46348.0,49069.9,42068.104965,71.0,127844614.11993945,256813.0
2021-08-28,49069.9,49299.0,48346.88,48895.35,26681.063786,78.0,123466373.91035248,218268.0
2021-08-29,48895.35,49632.27,47762.54,48767.83,32652.283473,72.0,136601094.53911337,191650.0
2021-08-30,48767.84,48888.61,46853.0,46982.91,40288.35083,73.0,118212485.65884812,250955.0
2021-08-31,46982.91,48246.11,46700.0,47100.89,48645.52737,73.0,126093318.03610466,271163.0
2021-09-01,47100.89,49156.0,46512.0,48810.52,49904.65528,71.0,119963781.7426829,280865.0
2021-09-02,48810.51,50450.13,48584.06,49246.64,54410.770538,74.0,130471558.2456916,289900.0
2021-09-03,49246.63,51000.0,48316.84,49999.14,59025.644157,74.0,129595910.20377424,283991.0
2021-09-04,49998.0,50535.69,49370.0,49915.64,34664.65959,72.0,135725446.49719596,227732.0
2021-09-05,49917.54,51900.0,49450.0,51756.88,40544.835873,73.0,143606278.8744525,205066.0
2021-09-06,51756.88,52780.0,50969.33,52663.9,49249.667081,79.0,150611463.20979166,268877.0
2021-09-07,52666.2,52920.0,42843.05,46863.73,123048.802719,79.0,133974150.4133612,276624.0
2021-09-08,46868.57,47340.99,44412.02,46048.31,65069.3152,47.0,129910433.67934506,270483.0
2021-09-09,46048.31,47399.97,45513.08,46395.14,50651.66002,45.0,125412870.36132078,274384.0
2021-09-10,46395.14,47033.0,44132.29,44850.91,49048.26618,46.0,124497447.94992428,261371.0
2021-09-11,44842.2,45987.93,44722.22,45173.69,30440.4081,31.0,135482516.8866823,218445.0
2021-09-12,45173.68,46460.0,44742.06,46025.24,32094.28052,32.0,134567094.4752858,192691.0
2021-09-13,46025.23,46880.0,43370.0,44940.73,65429.15056,44.0,145552163.4120438,255970.0
2021-09-14,44940.72,47250.0,44594.44,47111.52,44855.85099,30.0,153790965.11461234,268127.0
2021-09-15,47103.28,48500.0,46682.32,48121.41,43204.71174,49.0,129989982.41830328,268957.0
2021-09-16,48121.4,48557.0,47021.1,47737.82,40725.08895,53.0,124497447.94992428,271223.0
2021-09-17,47737.81,48150.0,46699.56,47299.98,34461.92776,48.0,134567094.4752858,271040.0
2021-09-18,47299.98,48843.2,47035.56,48292.74,30906.47038,50.0,141890473.7664578,227661.0
2021-09-19,48292.75,48372.83,46829.18,47241.75,29847.24349,53.0,146467585.8234403,200516.0
2021-09-20,47241.75,47347.25,42500.0,43015.62,78003.524443,50.0,150129275.4690263,270233.0
2021-09-21,43016.64,43639.0,39600.0,40734.38,84534.080485,27.0,113928907.4435182,244568.0
2021-09-22,40734.09,44000.55,40565.39,43543.61,58349.05542,21.0,126546633.84005068,275235.0
2021-09-23,43546.37,44978.0,43069.09,44865.26,48699.57655,27.0,155822347.6388684,268689.0
2021-09-24,44865.26,45200.0,40675.0,42810.57,84113.426292,33.0,139767923.94274256,277565.0
2021-09-25,42810.58,42966.84,41646.28,42670.64,33594.57189,28.0,135990412.4848306,212575.0
2021-09-26,42670.63,43950.0,40750.0,43160.9,49879.99765,27.0,131268523.16244064,195560.0
2021-09-27,43160.9,44350.0,42098.0,42147.35,39776.84383,26.0,146378568.99408844,255873.0
2021-09-28,42147.35,42787.38,40888.0,41026.54,43372.2624,25.0,143545435.4006545,262292.0
2021-09-29,41025.01,42590.0,40753.88,41524.28,33511.53487,24.0,122769122.38213871,241991.0
2021-09-30,41524.29,44141.37,41410.17,43824.1,46381.22781,20.0,161488614.82573634,293074.0
2021-10-01,43820.01,48495.0,43283.03,48141.61,66244.87492,27.0,132212901.0269186,277042.0
2021-10-02,48141.6,48336.59,47430.18,47634.9,30508.98131,54.0,177543038.52186212,259961.0
2021-10-03,47634.89,49228.08,47088.0,48200.01,30825.05601,49.0,141656679.6716985,218112.0
2021-10-04,48200.01,49536.12,46891.0,49224.94,46796.49372,54.0,147411968.39584854,268955.0
2021-10-05,49224.93,51886.3,49022.4,51471.99,52125.66793,59.0,162177735.83152118,312538.0
2021-10-06,51471.99,55750.0,50382.41,55315.0,79877.545181,68.0,129544410.9385932,267749.0
2021-10-07,55315.0,55332.31,53357.0,53785.22,54917.37766,76.0,139433297.2697835,325875.0
2021-10-08,53785.22,56100.0,53617.61,53951.43,46160.25785,74.0,118666635.97428384,280028.0
2021-10-09,53955.67,55489.0,53661.67,54949.72,55177.08013,72.0,148333294.9678548,246189.0
2021-10-10,54949.72,56561.31,54080.0,54659.0,89237.836128,71.0,157233292.66592607,211506.0
2021-10-11,54659.01,57839.04,54415.06,57471.35,52933.165751,71.0,144377740.43537864,280184.0
2021-10-12,57471.35,57680.0,53879.0,55996.93,53471.2855,78.0,132511076.83795026,274155.0
2021-10-13,55996.91,57777.0,54167.19,57367.0,55808.44492,70.0,167122178.99711636,288916.0
2021-10-14,57370.83,58532.54,56818.05,57347.94,43053.336781,70.0,135477742.7373074,282383.0
2021-10-15,57347.94,62933.0,56850.0,61672.42,82512.908022,71.0,139433297.2697835,297746.0
2021-10-16,61672.42,62378.42,60150.0,60875.57,35467.88096,78.0,131522188.20483124,270052.0
2021-10-17,60875.57,61718.39,58963.0,61528.33,39099.24124,79.0,158222181.29904512,215883.0
2021-10-18,61528.32,62695.78,59844.45,62009.84,51798.44844,78.0,146534419.32302314,285368.0
2021-10-19,62005.6,64486.0,61322.22,64280.59,53628.107744,75.0,154737198.72913387,312018.0
2021-10-20,64280.59,67000.0,63481.4,66001.41,51428.934856,82.0,148747371.68155453,291813.0
2021-10-21,66001.4,66639.74,62000.0,62193.15,68538.64537,84.0,147749067.17362463,320743.0
2021-10-22,62193.15,63732.39,60000.0,60688.22,52119.35886,75.0,157732112.25292358,287550.0
2021-10-23,60688.23,61747.64,59562.15,61286.75,27626.93678,74.0,144754153.64983496,223941.0
2021-10-24,61286.75,61500.0,59510.63,60852.22,31226.57676,73.0,152740589.71327412,211220.0
2021-10-25,60852.22,63710.63,60650.0,63078.78,36853.83806,72.0,181691420.4432411,284680.0
2021-10-26,63078.78,63293.48,59817.55,60328.81,40217.50083,76.0,149745676.18948442,294029.0
2021-10-27,60328.81,61496.0,58000.0,58413.44,62124.49016,73.0,156733807.7449937,292114.0
2021-10-28,58413.44,62499.0,57820.0,60575.89,61056.35301,66.0,152740589.71327412,295558.0
2021-10-29,60575.9,62980.0,60174.81,62253.71,43973.90414,70.0,170710070.85601223,305733.0
2021-10-30,62253.7,62359.25,60673.0,61859.19,31478.12566,73.0,154737198.72913387,252061.0
2021-10-31,61859.19,62405.3,59945.36,61299.8,39267.63794,74.0,140175299.14944655,217435.0
2021-11-01,61299.81,62437.74,59405.0,60911.11,44687.66672,74.0,159350397.00608382,293282.0
2021-11-02,60911.12,64270.0,60624.68,63219.99,46368.2841,73.0,170117315.72271112,297402.0
2021-11-03,63220.57,63500.0,60382.76,62896.48,43336.09049,76.0,173347391.33769932,288746.0
2021-11-04,62896.49,63086.31,60677.01,61395.01,35930.93314,73.0,153966937.6477702,289141.0
2021-11-05,61395.01,62595.72,60721.0,60937.12,31604.48749,73.0,166887240.1077229,285946.0
2021-11-06,60940.18,61560.49,60050.0,61470.61,25590.57408,71.0,165810548.2360602,236233.0
2021-11-07,61470.62,63286.35,61322.78,63273.59,25515.6883,73.0,164733856.36439747,226128.0
2021-11-08,63273.58,67789.0,63273.58,67525.83,54442.094554,75.0,145353402.67446837,285806.0
2021-11-09,67525.82,68524.25,66222.4,66947.66,44661.378068,84.0,163657164.49273473,335411.0
2021-11-10,66947.67,69000.0,62822.9,64882.43,65171.504046,75.0,160427088.87774655,301025.0
2021-11-11,64882.42,65600.07,64100.0,64774.26,37237.98058,77.0,170117315.72271112,293665.0
2021-11-12,64774.25,65450.7,62278.0,64122.23,44490.10816,74.0,152890245.77610743,282049.0
2021-11-13,64122.22,65000.0,63360.22,64380.0,22504.97383,72.0,164733856.36439747,238634.0
2021-11-14,64380.01,65550.51,63576.27,65519.1,25705.07347,74.0,175094161.92837763,224016.0
2021-11-15,65519.11,66401.82,63400.0,63606.74,37829.37124,72.0,170197841.36837798,288435.0
2021-11-16,63606.73,63617.31,58574.07,60058.87,77455.15609,71.0,169070703.34607086,301103.0
2021-11-17,60058.87,60840.23,58373.0,60344.87,46289.38491,52.0,167943565.3237637,290390.0
2021-11-18,60344.86,60976.0,56474.26,56891.62,62146.99931,54.0,162307875.21222803,293867.0
2021-11-19,56891.62,58320.0,55600.0,58052.24,50715.88726,34.0,154417909.05607805,284719.0
2021-11-20,58057.1,59845.0,57353.0,59707.51,33811.5901,43.0,163435013.23453516,249652.0
2021-11-21,59707.52,60029.76,58486.65,58622.02,31902.22785,49.0,148782218.94454235,222949.0
2021-11-22,58617.7,59444.0,55610.0,56247.18,51724.32047,50.0,158926461.1453066,279165.0
2021-11-23,56243.83,58009.99,55317.0,57541.27,49917.85017,33.0,148782218.94454235,283401.0
2021-11-24,57541.26,57735.0,55837.0,57138.29,39612.04964,42.0,176960669.50222084,298909.0
2021-11-25,57138.29,59398.9,57000.0,58960.36,42153.51522,32.0,146527942.89992806,287496.0
2021-11-26,58960.37,59150.0,53500.0,53726.53,65927.87066,47.0,148782218.94454235,292645.0
2021-11-27,53723.72,55280.0,53610.0,54721.03,29716.99957,21.0,161180737.1899209,240759.0
2021-11-28,54716.47,57445.05,53256.64,57274.88,36163.7137,27.0,155225116.619112,213768.0
2021-11-29,57274.89,58865.97,56666.67,57776.25,40125.28009,33.0,158774565.17985132,301297.0
2021-11-30,57776.25,59176.99,55875.55,56950.56,49161.05194,40.0,148781760.37832215,293876.0
2021-12-01,56950.56,59053.55,56458.01,57184.07,44956.63656,34.0,152112695.31216523,288422.0
2021-12-02,57184.07,57375.47,55777.77,56480.34,37574.05976,32.0,172098304.91522342,313261.0
2021-12-03,56484.26,57600.0,51680.0,53601.05,58927.69027,31.0,186532356.29520997,290139.0
2021-12-04,53601.05,53859.1,42000.3,49152.47,114203.373748,25.0,172098304.91522342,253674.0
2021-12-05,49152.46,49699.05,47727.21,49396.33,45580.82012,18.0,184311733.00598127,215213.0
2021-12-06,49396.32,50891.11,47100.0,50441.92,58571.21575,16.0,190973602.87366727,284467.0
2021-12-07,50441.91,51936.33,50039.74,50588.95,38253.46877,25.0,170987993.2706091,288343.0
2021-12-08,50588.95,51200.0,48600.0,50471.19,38425.92466,28.0,186532356.29520997,266110.0
2021-12-09,50471.19,50797.76,47320.0,47545.59,37692.68665,29.0,180980798.07213816,282775.0
2021-12-10,47535.9,50125.0,46852.0,47140.54,44233.57391,24.0,173208616.55983782,271375.0
2021-12-11,47140.54,49485.71,46751.0,49389.99,28889.19358,16.0,176161777.07292455,225733.0
2021-12-12,49389.99,50777.0,48638.0,50053.9,26017.93421,27.0,168385593.54016247,214808.0
2021-12-13,50053.9,50189.97,45672.75,46702.75,50869.52093,28.0,169588347.7797351,278211.0
2021-12-14,46702.76,48700.41,46290.0,48343.28,39955.98445,21.0,178007627.4567432,278275.0
2021-12-15,48336.95,49500.0,46547.0,48864.98,51629.181,28.0,169588347.7797351,281103.0
2021-12-16,48864.98,49436.43,47511.0,47632.38,31949.86739,29.0,138316737.55084777,256206.0
2021-12-17,47632.38,47995.96,45456.0,46131.2,43104.4887,23.0,179210381.69631582,263495.0
2021-12-18,46133.83,47392.37,45500.0,46834.48,25020.05271,24.0,153952542.66529143,239170.0
2021-12-19,46834.47,48300.01,46406.91,46681.23,29305.70665,29.0,179210381.69631582,206719.0
2021-12-20,46681.24,47537.57,45558.85,46914.16,35848.50609,25.0,173196610.49845287,266947.0
2021-12-21,46914.17,49328.96,46630.0,48889.88,37713.92924,27.0,193643432.5711869,304713.0
2021-12-22,48887.59,49576.13,48421.87,48588.16,27004.2022,45.0,178007627.4567432,288495.0
2021-12-23,48588.17,51375.0,47920.42,50838.81,35192.54046,34.0,182818644.4150336,291799.0
2021-12-24,50838.82,51810.0,50384.43,50820.0,31684.84269,41.0,181615890.175461,260565.0
2021-12-25,50819.99,51156.23,50142.32,50399.66,19135.51613,39.0,177149566.7855162,207803.0
2021-12-26,50399.67,51280.0,49412.0,50775.49,22569.88914,37.0,161682278.52670813,198574.0
2021-12-27,50775.48,52088.0,50449.0,50701.44,28792.21566,40.0,178574456.88024485,249548.0
2021-12-28,50701.44,50704.05,47313.01,47543.74,45853.33924,41.0,161682278.52670813,265422.0
2021-12-29,47543.74,48139.08,46096.99,46464.66,39498.87,27.0,174954704.37591556,276083.0
2021-12-30,46464.66,47900.0,45900.0,47120.87,30352.29569,22.0,143583516.00506175,245021.0
2021-12-31,47120.88,48548.26,45678.0,46216.93,34937.99796,28.0,179781041.0483546,269540.0
2022-01-01,46216.93,47954.63,46208.37,47722.65,19604.46325,21.0,207532476.9148791,186834.0
2022-01-02,47722.66,47990.0,46654.0,47286.18,18340.4604,29.0,190640298.56134245,196865.0
2022-01-03,47286.18,47570.0,45696.0,46446.1,27662.0771,29.0,168921783.5353667,234793.0
2022-01-04,46446.1,47557.54,45500.0,45832.01,35491.4136,23.0,177367872.71213505,274544.0
2022-01-05,45832.01,47070.0,42500.0,43451.13,51784.11857,24.0,180987625.21646437,272155.0
2022-01-06,43451.14,43816.0,42430.58,43082.31,38880.37305,15.0,176161288.5440253,264899.0
2022-01-07,43082.3,43145.83,40610.0,41566.48,54836.50818,18.0,168921783.5353667,255381.0
2022-01-08,41566.48,42300.0,40501.0,41679.74,32952.73111,10.0,174242949.24269608,223920.0
2022-01-09,41679.74,42786.7,41200.02,41864.62,22724.39426,23.0,170826076.6426718,210143.0
2022-01-10,41864.62,42248.5,39650.0,41822.49,50729.17019,23.0,172037609.10113046,266743.0
2022-01-11,41822.49,43100.0,41268.93,42729.29,37296.43729,21.0,191422128.4364691,277698.0
2022-01-12,42729.29,44322.0,42450.0,43902.66,33943.2928,22.0,168403011.72575447,271933.0
2022-01-13,43902.65,44500.0,42311.22,42560.11,34910.87762,21.0,216864310.0641011,274515.0
2022-01-14,42558.35,43448.78,41725.95,43059.96,32640.88292,21.0,192633660.89492777,270882.0
2022-01-15,43059.96,43800.0,42555.0,43084.29,21936.05616,23.0,201114388.1041385,234373.0
2022-01-16,43084.29,43475.0,42581.79,43071.66,20602.35271,21.0,212018180.23026645,216151.0
2022-01-17,43071.66,43176.18,41540.42,42201.62,27562.08613,22.0,195056725.81184512,258141.0
2022-01-18,42201.63,42691.0,41250.0,42352.12,29324.08257,24.0,164768414.35037845,265057.0
2022-01-19,42352.12,42559.13,41138.56,41660.01,31685.72159,24.0,209595115.3133491,270334.0
2022-01-20,41660.0,43505.0,40553.31,40680.91,42330.33953,24.0,204748985.4795144,271265.0
2022-01-21,40680.92,41100.0,35440.45,36445.31,88860.891999,19.0,175442615.30802113,272348.0
2022-01-22,36445.31,36835.22,34008.0,35071.42,90471.338961,13.0,177474949.66786668,250294.0
2022-01-23,35071.42,36499.0,34601.01,36244.55,44279.52354,11.0,186746029.1281284,203986.0
2022-01-24,36244.55,37550.0,32917.17,36660.35,91904.753211,13.0,198665988.4341792,270712.0
2022-01-25,36660.35,37545.14,35701.0,36958.32,49232.40183,12.0,201314868.2799682,265128.0
2022-01-26,36958.32,38919.98,36234.63,36809.34,69830.16036,23.0,172177189.9762886,261070.0
2022-01-27,36807.24,37234.47,35507.01,37160.1,53020.87934,20.0,173501629.89918315,255925.0
2022-01-28,37160.11,38000.0,36155.01,37716.56,42154.26956,24.0,203963748.12575728,264609.0
2022-01-29,37716.57,38720.74,37268.44,38166.84,26129.49682,24.0,197341548.51128465,231038.0
2022-01-30,38166.83,38359.26,37351.63,37881.76,21430.66527,29.0,193368228.74260104,207173.0
2022-01-31,37881.75,38744.0,36632.61,38466.9,36855.2458,20.0,189394908.97391748,263410.0
2022-02-01,38466.9,39265.2,38000.0,38694.59,34574.44663,26.0,203963748.12575728,272984.0
2022-02-02,38694.59,38855.92,36586.95,36896.36,35794.6813,28.0,202639308.20286277,278985.0
2022-02-03,36896.37,37387.0,36250.0,37311.61,32081.10999,20.0,194692668.66549557,265344.0
2022-02-04,37311.98,41772.33,37026.73,41574.25,64703.95874,20.0,172445464.54596007,247946.0
2022-02-05,41571.7,41913.69,40843.01,41382.59,32532.34372,33.0,157888391.82261464,258646.0
2022-02-06,41382.6,42656.0,41116.56,42380.87,22405.16704,37.0,206979740.54057044,219196.0
2022-02-07,42380.87,44500.5,41645.85,43839.99,51060.62006,45.0,180443876.3687024,262034.0
2022-02-08,43839.99,45492.0,42666.0,44042.99,64880.29387,48.0,204326154.12338364,276850.0
2022-02-09,44043.0,44799.0,43117.92,44372.72,34428.16729,54.0,185751049.203076,265804.0
2022-02-10,44372.71,45821.0,43174.01,43495.44,62357.29091,50.0,195038601.66322985,260813.0
2022-02-11,43495.44,43920.0,41938.51,42373.73,44975.1687,50.0,188404635.6202628,258595.0
2022-02-12,42373.73,43079.49,41688.88,42217.87,26556.85681,44.0,248110330.00696588,228189.0
2022-02-13,42217.87,42760.0,41870.0,42053.66,17732.08113,44.0,209633326.9577572,208977.0
2022-02-14,42053.65,42842.4,41550.56,42535.94,34010.1306,46.0,202999360.9147902,247592.0
2022-02-15,42535.94,44751.4,42427.03,44544.86,38095.19576,46.0,232188811.50384504,273623.0
2022-02-16,44544.85,44549.97,43307.0,43873.56,28471.8727,51.0,206979740.54057044,266788.0
2022-02-17,43873.56,44164.71,40073.21,40515.7,47245.99494,52.0,213256529.5453799,255573.0
2022-02-18,40515.71,40959.88,39450.0,39974.44,43845.92241,30.0,186294128.8834766,261055.0
2022-02-19,39974.45,40444.32,39639.03,40079.17,18042.0551,25.0,207147949.28088072,220673.0
2022-02-20,40079.17,40125.44,38000.0,38386.89,33439.29011,27.0,200196675.81507933,200535.0
2022-02-21,38386.89,39494.35,36800.0,37008.16,62347.68496,25.0,171001327.25871363,237402.0
2022-02-22,37008.16,38429.0,36350.0,38230.33,53785.94589,20.0,211318713.36036152,260265.0
2022-02-23,38230.33,39249.93,37036.79,37250.01,43560.732,25.0,208538203.974041,251275.0
2022-02-24,37250.02,39843.0,34322.28,38327.21,120476.29458,23.0,183513619.49715608,254139.0
2022-02-25,38328.68,39683.53,38014.37,39219.17,56574.57125,27.0,186294128.8834766,260340.0
2022-02-26,39219.16,40348.45,38573.18,39116.72,29361.2568,26.0,173781836.64503416,220423.0
2022-02-27,39116.73,39855.7,37000.0,37699.07,46229.44719,26.0,189074638.2697972,211164.0
2022-02-28,37699.08,44225.84,37450.17,43160.0,73945.63858,20.0,214099222.7466821,270918.0
2022-03-01,43160.0,44949.0,42809.98,44421.2,61743.09873,51.0,225221260.29196423,280634.0
2022-03-02,44421.2,45400.0,43334.09,43892.98,57782.65081,52.0,189074638.2697972,288657.0
2022-03-03,43892.99,44101.12,41832.28,42454.0,50940.61021,39.0,204908164.05639085,268244.0
2022-03-04,42454.0,42527.3,38550.0,39148.66,61964.68498,33.0,190365286.6455021,262101.0
